,id,titel,output,areaLevel1,areaLevel2,areaLevel3
554,Highest_Verordening gedrags- en beroepsregels accountants,Verordening gedrags- en beroepsregels accountants,Uw vraagt lijkt te gaan om <b>Verordening gedrags- en beroepsregels accountants</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Ondernemingsrecht,
555,Highest_Verplaatsingskostenbesluit defensie,Verplaatsingskostenbesluit defensie,Uw vraagt lijkt te gaan om <b>Verplaatsingskostenbesluit defensie</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Ambtenarenrecht
556,Highest_Verzamelwet SZW 2013,Verzamelwet SZW 2013,Uw vraagt lijkt te gaan om <b>Verzamelwet SZW 2013</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,
557,Highest_Vreemdelingenbesluit 2000,Vreemdelingenbesluit 2000,Uw vraagt lijkt te gaan om <b>Vreemdelingenbesluit 2000</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
558,"Highest_Vreemdelingenbesluit 2000, Artikel 3.71","Vreemdelingenbesluit 2000, Artikel 3.71","Uw vraagt lijkt te gaan om <b>Vreemdelingenbesluit 2000, Artikel 3.71</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
559,"Highest_Vreemdelingenbesluit 2000, Artikel 5.1b","Vreemdelingenbesluit 2000, Artikel 5.1b","Uw vraagt lijkt te gaan om <b>Vreemdelingenbesluit 2000, Artikel 5.1b</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
560,"Highest_Vreemdelingenwet 2000, Artikel 106","Vreemdelingenwet 2000, Artikel 106","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 106</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
561,"Highest_Vreemdelingenwet 2000, Artikel 18","Vreemdelingenwet 2000, Artikel 18","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 18</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
562,"Highest_Vreemdelingenwet 2000, Artikel 29","Vreemdelingenwet 2000, Artikel 29","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 29</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
563,"Highest_Vreemdelingenwet 2000, Artikel 30","Vreemdelingenwet 2000, Artikel 30","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 30</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
564,"Highest_Vreemdelingenwet 2000, Artikel 30a","Vreemdelingenwet 2000, Artikel 30a","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 30a</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
565,"Highest_Vreemdelingenwet 2000, Artikel 30b","Vreemdelingenwet 2000, Artikel 30b","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 30b</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
566,"Highest_Vreemdelingenwet 2000, Artikel 31","Vreemdelingenwet 2000, Artikel 31","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 31</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
567,"Highest_Vreemdelingenwet 2000, Artikel 59","Vreemdelingenwet 2000, Artikel 59","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 59</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
568,"Highest_Vreemdelingenwet 2000, Artikel 59b","Vreemdelingenwet 2000, Artikel 59b","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 59b</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
569,"Highest_Vreemdelingenwet 2000, Artikel 6","Vreemdelingenwet 2000, Artikel 6","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 6</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
570,"Highest_Vreemdelingenwet 2000, Artikel 64","Vreemdelingenwet 2000, Artikel 64","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 64</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
571,"Highest_Vreemdelingenwet 2000, Artikel 66a","Vreemdelingenwet 2000, Artikel 66a","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 66a</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
572,"Highest_Vreemdelingenwet 2000, Artikel 69","Vreemdelingenwet 2000, Artikel 69","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 69</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
573,"Highest_Vreemdelingenwet 2000, Artikel 84","Vreemdelingenwet 2000, Artikel 84","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 84</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
574,"Highest_Vreemdelingenwet 2000, Artikel 85","Vreemdelingenwet 2000, Artikel 85","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 85</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
575,"Highest_Vreemdelingenwet 2000, Artikel 91","Vreemdelingenwet 2000, Artikel 91","Uw vraagt lijkt te gaan om <b>Vreemdelingenwet 2000, Artikel 91</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
576,Highest_Vuurwerkbesluit,Vuurwerkbesluit,Uw vraagt lijkt te gaan om <b>Vuurwerkbesluit</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
577,Highest_Warenwet,Warenwet,Uw vraagt lijkt te gaan om <b>Warenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
578,Highest_Waterschapswet,Waterschapswet,Uw vraagt lijkt te gaan om <b>Waterschapswet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,
579,Highest_Waterwet,Waterwet,Uw vraagt lijkt te gaan om <b>Waterwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
580,"Highest_Wegenverkeerswet 1994, Artikel 177","Wegenverkeerswet 1994, Artikel 177","Uw vraagt lijkt te gaan om <b>Wegenverkeerswet 1994, Artikel 177</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
581,"Highest_Wegenverkeerswet 1994, Artikel 2","Wegenverkeerswet 1994, Artikel 2","Uw vraagt lijkt te gaan om <b>Wegenverkeerswet 1994, Artikel 2</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
582,"Highest_Wegenverkeerswet 1994, Artikel 8","Wegenverkeerswet 1994, Artikel 8","Uw vraagt lijkt te gaan om <b>Wegenverkeerswet 1994, Artikel 8</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
583,Highest_Wegenwet,Wegenwet,Uw vraagt lijkt te gaan om <b>Wegenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
584,"Highest_Werkloosheidswet, Artikel 22a","Werkloosheidswet, Artikel 22a","Uw vraagt lijkt te gaan om <b>Werkloosheidswet, Artikel 22a</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
585,"Highest_Werkloosheidswet, Artikel 24","Werkloosheidswet, Artikel 24","Uw vraagt lijkt te gaan om <b>Werkloosheidswet, Artikel 24</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
586,"Highest_Wet DNA-onderzoek bij veroordeelden, Artikel 7","Wet DNA-onderzoek bij veroordeelden, Artikel 7","Uw vraagt lijkt te gaan om <b>Wet DNA-onderzoek bij veroordeelden, Artikel 7</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Procesrecht,Strafprocesrecht
587,"Highest_Wet aanscherping handhaving en sanctiebeleid SZW-wetgeving, Artikel XXV","Wet aanscherping handhaving en sanctiebeleid SZW-wetgeving, Artikel XXV","Uw vraagt lijkt te gaan om <b>Wet aanscherping handhaving en sanctiebeleid SZW-wetgeving, Artikel XXV</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
588,Highest_Wet aansprakelijkheidsverzekering motorrijtuigen,Wet aansprakelijkheidsverzekering motorrijtuigen,Uw vraagt lijkt te gaan om <b>Wet aansprakelijkheidsverzekering motorrijtuigen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
589,Highest_Wet administratiefrechtelijke handhaving verkeersvoorschriften,Wet administratiefrechtelijke handhaving verkeersvoorschriften,Uw vraagt lijkt te gaan om <b>Wet administratiefrechtelijke handhaving verkeersvoorschriften</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
590,"Highest_Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 11","Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 11","Uw vraagt lijkt te gaan om <b>Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 11</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Strafrecht,Strafrecht,
591,"Highest_Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 13a","Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 13a","Uw vraagt lijkt te gaan om <b>Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 13a</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Strafrecht,Strafrecht,
592,"Highest_Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 14","Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 14","Uw vraagt lijkt te gaan om <b>Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 14</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Strafrecht,Strafrecht,
593,"Highest_Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 26","Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 26","Uw vraagt lijkt te gaan om <b>Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 26</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Strafrecht,Strafrecht,
594,"Highest_Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 9","Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 9","Uw vraagt lijkt te gaan om <b>Wet administratiefrechtelijke handhaving verkeersvoorschriften, Artikel 9</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Strafrecht,Strafrecht,
595,"Highest_Wet algemene bepalingen omgevingsrecht, Artikel 2.10","Wet algemene bepalingen omgevingsrecht, Artikel 2.10","Uw vraagt lijkt te gaan om <b>Wet algemene bepalingen omgevingsrecht, Artikel 2.10</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Omgevingsrecht,
596,"Highest_Wet algemene bepalingen omgevingsrecht, Artikel 2.2","Wet algemene bepalingen omgevingsrecht, Artikel 2.2","Uw vraagt lijkt te gaan om <b>Wet algemene bepalingen omgevingsrecht, Artikel 2.2</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Omgevingsrecht,
597,"Highest_Wet algemene bepalingen, Artikel 11","Wet algemene bepalingen, Artikel 11","Uw vraagt lijkt te gaan om <b>Wet algemene bepalingen, Artikel 11</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,
598,Highest_Wet allocatie arbeidskrachten door intermediairs,Wet allocatie arbeidskrachten door intermediairs,Uw vraagt lijkt te gaan om <b>Wet allocatie arbeidskrachten door intermediairs</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
599,Highest_Wet arbeid en zorg,Wet arbeid en zorg,Uw vraagt lijkt te gaan om <b>Wet arbeid en zorg</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
600,Highest_Wet arbeid vreemdelingen,Wet arbeid vreemdelingen,Uw vraagt lijkt te gaan om <b>Wet arbeid vreemdelingen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
601,"Highest_Wet arbeid vreemdelingen, Artikel 1","Wet arbeid vreemdelingen, Artikel 1","Uw vraagt lijkt te gaan om <b>Wet arbeid vreemdelingen, Artikel 1</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
602,"Highest_Wet arbeid vreemdelingen, Artikel 2","Wet arbeid vreemdelingen, Artikel 2","Uw vraagt lijkt te gaan om <b>Wet arbeid vreemdelingen, Artikel 2</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
603,Highest_Wet arbeidsongeschiktheidsverzekering zelfstandigen,Wet arbeidsongeschiktheidsverzekering zelfstandigen,Uw vraagt lijkt te gaan om <b>Wet arbeidsongeschiktheidsverzekering zelfstandigen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
